rank,uid,username,type
1,14966675,剩幾多心跳,提督
2,9132259,两仪x鲜花,舰长
3,6212286,残弹一発,舰长
4,1263426985,-代号M-,舰长
5,3546379116874663,硅锂碳,舰长
6,15042777,失眠小狗Suki,舰长
7,21569680,嚣张九宝Suki,舰长
8,9970815,-古原-,舰长
9,114576718,绮锂,舰长
10,476888066,树礼的狗王也,舰长
11,1186263927,大头宝宝-_-,舰长
12,12143945,歌莉娅XD,舰长
13,2128396904,孤独的圥忈Suki,舰长
14,49789973,Mikanikos,舰长
15,12227881,冰蓝绪心,舰长
16,6982193,依旧被命运裹挟,舰长
17,330374082,晨晨Suki,舰长
18,1826474,黄油君有中二病,舰长
19,3546754117011643,J830,舰长
20,399566922,犀牛Suki,舰长
21,35468260,想吃冰激凌c,舰长
22,2147232287,东风盛时燃起,舰长
23,356925549,E300L型劣质照片制造机,舰长
24,368345077,詞邛,舰长
25,52935049,若夕倾城,舰长
26,483136585,我将__点燃小狗,舰长
27,188899065,浅辰清风Suki,舰长
28,30376551,飞羽心海suki,舰长
29,18171692,神明不语,舰长
30,152391326,木槿忆年Suki,舰长
31,350971650,-14XIV-,舰长
32,182529,忍不住的阿北,舰长
33,499033338,独角兽的孤独角,舰长
34,668004283,网友小久502,舰长
35,399942744,百摆晓,舰长
36,3546606590757032,最强白礼攻击天照,舰长
37,9029105,青灯火月,舰长
38,446123359,梦幻之星GTY,舰长
39,402444314,玄鹤公子,舰长
40,5147381,从小就暗恋小茶的cc,舰长
41,388173461,名叫阿茶,舰长
42,271887040,Hooxi_Official,舰长
43,1612973992,夜叶野耶业椰,舰长
44,496916630,贫穷贵公子-,舰长
45,11933095,靑鋆子,舰长
46,3494361880856991,可洛Cro_,舰长
47,76782019,-kaller-,舰长
48,436193300,乆刕,舰长
49,1079963319,不太牛逼,舰长
50,23368664,雨点不清楚你已抛低我,舰长
51,10057762,千鸟_文静Official,舰长
52,1935810245,木槿Sally,舰长
53,544038872,けう,舰长
54,302515686,没有繁星的晚夜,舰长
55,427650007,做一个周星星,舰长
56,19848741,hopeafer,舰长
57,446957357,战术人形AK-74MSuki,舰长
58,502835635,森陌mo,舰长
59,399214970,南柯梦醒梦suki,舰长
60,7484979,西瓜啵啵茶3412,舰长
61,3493277313534134,树礼Suki,舰长
62,510033481,大头雪人嘤落落,舰长
63,70574423,恰饭8丶,舰长
64,102566920,fangkkkkkkk,舰长
65,2824262,八瓣儿Channel,舰长
66,475725879,我看你长得像娃娃菜,舰长
67,169658254,霜寂i,舰长
68,303696715,阿花不吃糖,舰长
69,703055347,水墨行客,舰长
70,9902785,X轩万,舰长
71,517646918,咸鱼某二,舰长
72,3494351434943109,皓天Sweet,舰长
73,9356968,李马马,舰长
74,454833269,岚离_IX,舰长
75,3546682648168732,海下余烬,舰长
76,3546824109459876,黄金舰长真是太好了,舰长
77,108581640,清禾c,舰长
78,359193228,Cristaux,舰长
79,3546582456732633,林鸮Srix,舰长
80,11324030,给你个问号自己领悟,舰长
81,3546736790342345,十三月只想唱歌,舰长
82,1144070663,黑听不di,舰长
83,350347455,沐雨非离,舰长
84,527791877,最爱绮风,舰长
85,506435069,洛宝的黄色地毯,舰长
86,38341866,那一天鹿鹿,舰长
