rank,uid,username,type
1,160059904,一梦honey,提督
2,9132259,两仪x鲜花,舰长
3,427650007,做一个周星星,舰长
4,15042777,失眠小狗Suki,舰长
5,1144070663,你也是路边一条,舰长
6,9970815,-古原-,舰长
7,52935049,若夕倾城,舰长
8,173011477,我是旮旯game高手,舰长
9,483136585,点燃小狗Rich,舰长
10,1967733017,撅撅suki,舰长
11,2128396904,故人倾梦Suki,舰长
12,11933095,靑鋆子,舰长
13,3546629982391157,yuewuliu,舰长
14,381529031,秋墨绫,舰长
15,330374082,晨晨Suki,舰长
16,475725879,我看你长得像娃娃菜,舰长
17,49789973,Mikanikos,舰长
18,1826474,黄油君有中二病,舰长
19,12227881,冰蓝绪心,舰长
20,3546911785093506,局外常量,舰长
21,188899065,浅辰清风Suki,舰长
22,322232173,DD_Suki,舰长
23,2824262,八瓣儿Channel,舰长
24,350971650,-14XIV-,舰长
25,399942744,百摆晓,舰长
26,1935810245,木槿Sally,舰长
27,18171692,神明不语,舰长
28,35468260,想吃冰激凌c,舰长
29,396906793,青辰_刃星Root,舰长
30,76782019,-kaller-,舰长
31,350128662,这里是梨洛洛呀,舰长
32,3493277313534134,树礼Suki,舰长
33,3494351434943109,皓天斯威特,舰长
34,23368664,雨点不清楚你已抛低我,舰长
35,139238131,茶会的贝斯,舰长
36,367295640,水晶胡萝卜丶,舰长
37,496916630,贫穷贵公子-,舰长
38,20461602,三玖琳Rin,舰长
39,5091576,噗通的抹阳,舰长
40,325787946,小狼兰Suki,舰长
41,436193300,乆刕,舰长
42,3546736790342345,一双意翼,舰长
43,24979628,Chromium__,舰长
44,11422845,锛绘莱士,舰长
45,8657762,金Au银Ag,舰长
46,3020305,小信士,舰长
47,457319512,星空唔想训觉NASA,舰长
48,341129086,一无是处的白纸片,舰长
49,29070354,魔法少女普朗克-,舰长
50,1041614547,落雨染樱,舰长
51,300611955,蟹蟹蟹蟹蟹一顿五碗饭,舰长
52,15121216,抵达过去的姬奇猫,舰长
53,598695062,果子太酸,舰长
54,1456628,爱丽丝の玛格特罗依德,舰长
55,96090071,呆瓜Morts菌,舰长
56,19319637,星云Nebulous,舰长
57,447515741,清色弦歌-Channel,舰长
58,311778604,黄昏之风日,舰长
59,217898339,八仙丶包子,舰长
60,5079435,金币丶,舰长
61,2645708,暗之音魂,舰长
62,12364173,十六夜H咲夜,舰长
63,2727161,调味烈焰术士,舰长
64,87164020,葬仪家的银河鸽鸽,舰长
65,441917640,爱学习的小叨叨,舰长
66,3494370166704742,玉京子Kyouko,舰长
67,506385132,追曼波的人,舰长
68,3546657987759037,研朔里脊,舰长
69,14913464,是晚风啊ヾ,舰长
70,454595357,AAA骨猫杀手,舰长
71,206093263,bass-_-,舰长
72,3546969882495154,悲伤烤土豆vv,舰长
73,3546862049037031,大雷Reecharge,舰长
74,3546707939822482,淽雪苍蓝,舰长
75,3706937571019447,独角兽的孤独角,舰长
