rank,uid,username,type
1,427650007,做一个周星星,提督
2,356925549,E300L型劣质照片制造机,提督
3,9132259,两仪x鲜花,舰长
4,6212286,猫喆Millia,舰长
5,3546379116874663,硅锂碳,舰长
6,15042777,失眠小狗Suki,舰长
7,21569680,嚣张九宝Suki,舰长
8,762050,可洛的狗,舰长
9,9970815,-古原-,舰长
10,273906305,绿缕铝驴,舰长
11,1186263927,大头宝宝-_-,舰长
12,476888066,蓝色牢狼饱饱の王也,舰长
13,355281320,树礼suki的三角篓子,舰长
14,2128396904,孤独的圥忈Suki,舰长
15,52935049,若夕倾城,舰长
16,49789973,Mikanikos,舰长
17,330374082,晨晨Suki,舰长
18,12227881,冰蓝绪心,舰长
19,3546754117011643,J830,舰长
20,11933095,靑鋆子,舰长
21,483136585,我将__点燃小狗,舰长
22,1612973992,白篠篠,舰长
23,188899065,浅辰清风Suki,舰长
24,30376551,飞羽心海suki,舰长
25,499033338,独角兽的孤独角,舰长
26,350971650,-14XIV-,舰长
27,152391326,木槿忆年,舰长
28,322232173,DD_Suki,舰长
29,397177931,慕雪听风Suki,舰长
30,3546629982391157,yuewuliu,舰长
31,11633408,两块奥利奥,舰长
32,399942744,百摆晓,舰长
33,5147381,从小就暗恋小茶的cc,舰长
34,23368664,雨点不清楚你已抛低我,舰长
35,3546606590757032,最强白礼攻击天照,舰长
36,496916630,贫穷贵公子-,舰长
37,539110,是芜狛哒,舰长
38,76782019,-kaller-,舰长
39,1935810245,木槿Sally,舰长
40,1144070663,你也是路边一条,舰长
41,1967733017,撅撅suki,舰长
42,3494361880856991,可洛Cro_,舰长
43,446957357,战术人形AK-74MSuki,舰长
44,19848741,hopeafer,舰长
45,78514120,夏夜的晚自习,舰长
46,3493277313534134,树礼Suki,舰长
47,2824262,八瓣儿Channel,舰长
48,102566920,fangkkkkkkk,舰长
49,37678726,葫芦_huluoo,舰长
50,475725879,我看你长得像娃娃菜,舰长
51,3494351434943109,皓天Sweet,舰长
52,5080770,浮樱拾梦,舰长
53,399823870,冽影-,舰长
54,3546736790342345,十三月只想唱歌,舰长
55,9902785,X轩万,舰长
56,367295640,水晶胡萝卜丶,舰长
57,441054703,怠惰な大王,舰长
58,596521475,皮斯克塔塔开,舰长
59,3546824109459876,那一天的寂寂能不能寞,舰长
60,15121216,点燃小狗Suki,舰长
61,546276765,现在还不能休息哦汪酱,舰长
62,177786,抱负的达不溜,舰长
63,610672534,晓言--,舰长
64,640101327,シリゆめ,舰长
65,208022014,刀口力人臣,舰长
66,19319637,SquatinaNebulosa,舰长
67,8657762,金Au银Ag,舰长
68,1456628,爱丽丝の玛格特罗依德,舰长
69,354288418,苍术lemon,舰长
70,4977135,婴立贝,舰长
71,12364173,十六夜H咲夜,舰长
72,381529031,秋墨绫,舰长
73,20461602,三玖琳Rin,舰长
74,311778604,黄昏之风日,舰长
75,49401895,白陆黎,舰长
76,3311160,Ferula--,舰长
