rank,uid,username,type
1,9132259,両義Suki,提督
2,6212286,零发居士,提督
3,273906305,绿缕铝驴,提督
4,1263426985,-代号M-,舰长
5,171018323,撩见星空,舰长
6,25395080,这里是咸鱼王,舰长
7,355281320,从负到零01,舰长
8,82361400,紫陽花-の葉,舰长
9,6982193,依旧被命运裹挟,舰长
10,26158702,小猫蛋卷Official,舰长
11,11720780,故海微风,舰长
12,350128662,这里是梨洛洛呀,舰长
13,2147232287,东风盛时燃起,舰长
14,18769503,世人皆知桃夭,舰长
15,9970815,-古原-,舰长
16,49789973,Mikanikos,舰长
17,73840919,心情超好心态超棒,舰长
18,1051397284,-杜衡,舰长
19,9029105,青灯火月,舰长
20,11881867,半曲恋枫雪,舰长
21,15042777,失眠小狗xk,舰长
22,330374082,翊晨Suki,舰长
23,1408055691,Onii_sama,舰长
24,40191264,鉴观,舰长
25,1686348,神出鬼没的天小劫,舰长
26,270921622,说了不再想TA,舰长
27,476888066,王也道长亿贫如洗,舰长
28,433417622,公主的玻璃冠,舰长
29,3563525,東山小鳥,舰长
30,30262687,贝格耶喽,舰长
31,350971650,-石思Quadripole-,舰长
32,156985056,如梦亭阁,舰长
33,5147381,从小就暗恋小狼的cc,舰长
34,697737710,蝶蝶Hikari,舰长
35,29619071,花间音Huahaiye,舰长
36,18171692,神明不语,舰长
37,57224112,谢冬瓜,舰长
38,39868730,椰纸coco,舰长
39,554376734,闲雲づ,舰长
40,399566922,细腻牛,舰长
41,163674276,虚烨SnowOwl,舰长
42,301906464,咖喱猴kiki,舰长
43,400116528,火锅二锅头,舰长
44,152391326,木槿忆年,舰长
45,30376551,飞羽心海,舰长
46,24135130,风言之,舰长
47,222894004,里回来了,舰长
48,399942744,百摆晓,舰长
49,37950547,草莓上的图钉,舰长
50,396906793,青辰_刃星Root,舰长
51,535262,刹那_Setsuna,舰长
52,244814774,ichin0se,舰长
53,1079963319,不太牛逼,舰长
54,15806523,马星瞳老师,舰长
55,399823870,冽影-,舰长
56,53006587,南笙浅梦墨离,舰长
57,188899065,浅辰清风Suki,舰长
58,413106,LazyKuma,舰长
59,447515741,清色弦歌-Channel,舰长
60,1408033,桃井dd人,舰长
61,478458678,是敏的龙崽子,舰长
62,1303380876,魈厨第壹深情,舰长
63,1310738499,星辰之上vivo50,舰长
64,388173461,名叫阿茶,舰长
65,313692286,今天还是优雅的马枪佬,舰长
66,2128396904,纯-圥忈,舰长
67,139238131,茶会的贝斯,舰长
68,157807163,洛玖遥_Rokua,舰长
69,124959,Mako__16,舰长
70,14853883,dadiaoche不厉害,舰长
71,506451978,花咽娇莺玉漱泉,舰长
72,1445359,邪恶-双子璃拉,舰长
73,5091576,噗通的抹阳,舰长
74,291570279,哦吼是安忆城,舰长
75,201308,某科学超萌伪娘电磁炮,舰长
76,536630,夜行Hikari,舰长
77,424713369,凬祈,舰长
78,24178920,银翼战将,舰长
79,17628067,恰饭7丶,舰长
80,431241978,疏影TFA,舰长
81,443299188,偉大的賽佛瑞斯,舰长
82,446123359,梦幻之星GTY,舰长
83,322232173,某科学的DD,舰长
84,1859465136,女仆-嘿嘿嘿,舰长
85,436193300,乆刕,舰长
86,381696485,树礼Sukiの青沟子,舰长
87,16272474,千羽零音,舰长
88,386124831,秋瑟随风风不起,舰长
89,13503442,妹控的老绅士,舰长
90,483735460,老非酋捏,舰长
91,106856924,McClay,舰长
92,1210072613,軈能,舰长
93,367295640,水晶胡萝卜丶,舰长
94,3546564756769404,Arjue,舰长
95,539110,是芜狛哒,舰长
96,3493076087606214,洛德薇安Ludivine,舰长
97,215888780,虞惜不在请留言,舰长
98,481482252,白桃糖饼,舰长
99,183985417,笑死狼,舰长
100,8180280,可口苦乐,舰长
101,432236880,天命灰烬人,舰长
102,5893880,附更新,舰长
103,3461580970788970,夏沫入雨,舰长
104,22904923,我佛慈悲老人家,舰长
105,478590411,喜欢黑听的anti头子,舰长
106,107821180,阳落霞起月初升,舰长
107,6737903,雨牧零,舰长
108,1026346420,木wu瓜-,舰长
109,53098619,玩斩斧的走停,舰长
110,32902802,罗汉Seki,舰长
111,494116765,净眸,舰长
112,20560313,苟祸,舰长
113,3546601339488588,树礼の5021,舰长
114,499033338,独角兽的孤独角,舰长
115,8350452,茶楼月白,舰长
116,389265153,bili_58241089225,舰长
117,15178187,晚晚跌跌撞撞,舰长
118,71930463,卖咸鱼の猫,舰长
119,610672534,匿名_7WJ85Jj,舰长
120,428353346,一叶知秋是只鸡,舰长
121,297589630,清雷逢春,舰长
122,15244703,温柔小茄的大茄把,舰长
123,1993039070,进入我的秘密花园,舰长
124,101518024,小白甜酥糖,舰长
125,87926998,-万两-,舰长
126,8702917,往北_TotheNorth,舰长
127,65568546,没有SSR可怜娃娃,舰长
128,499135372,野里Nosato,舰长
129,388268437,代号m的录播番茄,舰长
130,341548625,以沈,舰长
131,23774207,云梦没做梦,舰长
132,14551578,镐垨金土,舰长
133,1417272,薰风灬习习,舰长
134,127860708,daysayling,舰长
135,7564730,由岐67,舰长
136,599468857,樱箫不是樱萧,舰长
137,544386930,SilhouetteSonder,舰长
138,325838129,哥自理退,舰长
139,16583968,Florisky,舰长
